Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Dead Space,"Action, Adventure","Horror, Third-Person Shooter, Sci-fi, Space, Survival Horror, Shooter, Psychological Horror, Action-Adventure, Third Person, Atmospheric, Action, Singleplayer, Survival, Aliens, Remake, Dark, Adventure, Violent, Combat, Blood",True,True,Dead Space,"27 Jan, 2023",Motive,Electronic Arts,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Portuguese - Brazil","(30,363)","(33,339)","(2,976)","990.000,00₫",-60%
Phasmophobia,"Action, Indie, Early Access","Horror, Online Co-Op, Multiplayer, Psychological Horror, Co-op, VR, Supernatural, First-Person, Investigation, Dark, Demons, Detective, Mystery, 3D, Early Access, Thriller, Indie, Action, Tactical, Singleplayer",False,False,,"18 Sep, 2020",Kinetic Games,Kinetic Games,"English, Portuguese - Portugal, Spanish - Spain, Portuguese - Brazil, German, French, Italian, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Catalan","(612,977)","(637,990)","(25,013)","160.000,00₫",-20%
Medieval Dynasty,"Action, Adventure, Indie, RPG, Simulation","Multiplayer, Co-op, Medieval, Open World, Atmospheric, RPG, Singleplayer, Survival, Realistic, Simulation, Historical, Adventure, First-Person, Action, Base Building, Management, Indie, Sandbox, Horses, Relaxing",True,False,Dynasty,"23 Sep, 2021",Render Cube,Toplitz Productions,"English, German, Spanish - Spain, Polish, French, Portuguese - Brazil, Japanese, Portuguese - Portugal, Russian, Czech, Turkish, Ukrainian, Italian, Simplified Chinese, Dutch, Swedish, Korean, Hungarian","(31,882)","(35,077)","(3,195)","490.000,00₫",-25%
Team Fortress 2,"Action, Free to Play","Free to Play, Hero Shooter, Multiplayer, FPS, Shooter, Action, Class-Based, Team-Based, Funny, First-Person, Online Co-Op, Competitive, Cartoony, Trading, Co-op, Comedy, Robots, Tactical, Cartoon, Crafting",True,True,,"10 Oct, 2007",Valve,Valve,"English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian","(955,174)","(1,016,800)","(61,626)",Free,
"Warhammer 40,000: Darktide","Action, Adventure, Indie","Warhammer 40K, Gore, Online Co-Op, Adventure, PvE, Multiplayer, FPS, Shooter, Survival Horror, Hack and Slash, First-Person, Character Customization, Co-op, Action, Violent, Atmospheric, Sci-fi, Dark Fantasy, Looter Shooter, Horror",True,True,Warhammer,"30 Nov, 2022",Fatshark,Fatshark,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese","(58,159)","(88,195)","(30,036)","665.000,00₫",-35%
Call of Duty®: Black Ops Cold War,Action,"Action, FPS, Singleplayer, Multiplayer, Zombies, Shooter, First-Person, Military, Cold War, Co-op, Tactical, Gun Customization, PvP, Online Co-Op, Gore, Violent, PvE, Sexual Content, War, Story Rich",True,True,Call of Duty,"8 Mar, 2023",Treyarch,Activision,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese","(8,898)","(10,938)","(2,040)","1.490.000,00₫",-67%
Madden NFL 24,"Simulation, Sports, Strategy","Sports, Simulation, Football (American), Strategy, PvP, Co-op, Singleplayer, Local Multiplayer, Multiplayer, Local Co-Op",False,False,EA Sports,"17 Aug, 2023",Tiburon,Electronic Arts,English,"(1,545)","(4,041)","(2,496)","1.090.000,00₫",-60%
The Last of Us™ Part I,"Action, Adventure","Story Rich, Zombies, Post-apocalyptic, Singleplayer, Action, Adventure, Emotional, Cinematic, Violent, Great Soundtrack, Action-Adventure, Third-Person Shooter, Third Person, Gore, Atmospheric, Survival Horror, Horror, Drama, Remake, Multiplayer",False,True,PlayStation Studios,"28 Mar, 2023",Naughty Dog LLC,PlayStation PC LLC,"English, Italian, Spanish - Spain, Czech, Dutch, Greek, French, German, Danish, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Croatian","(30,848)","(45,987)","(15,139)","1.399.000,00₫",-33%
Against the Storm,"Simulation, Strategy","Strategy, Base Building, Simulation, City Builder, Management, Building, Sandbox, Resource Management, Grand Strategy, Colony Sim, Survival, Open World, Moddable, RTS, Singleplayer, Real-Time with Pause, 4X, Replay Value, Historical, Roguelike",True,False,Hooded Horse,"8 Dec, 2023",Eremite Games,Hooded Horse,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese, Italian, Czech, Hungarian, Turkish, Ukrainian, Thai","(17,523)","(18,344)",821,"399.000,00₫",-35%
Planet Zoo,"Casual, Simulation, Strategy","Management, Simulation, Building, Sandbox, Nature, City Builder, Economy, Realistic, Singleplayer, Family Friendly, Cute, Resource Management, Strategy, Great Soundtrack, Multiplayer, Relaxing, Open World, Casual, Funny, Horses",True,False,,"5 Nov, 2019",Frontier Developments,Frontier Developments,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Italian, Czech, Danish, Dutch, Norwegian, Polish, Russian, Spanish - Latin America, Swedish","(67,958)","(74,831)","(6,873)","721.500,00₫",-75%
Terraria,"Action, Adventure, Indie, RPG","Open World Survival Craft, Sandbox, Survival, 2D, Multiplayer, Adventure, Pixel Graphics, Crafting, Building, Exploration, Co-op, Open World, Online Co-Op, Indie, Action, RPG, Singleplayer, Replay Value, Platformer, Atmospheric",True,False,,"16 May, 2011",Re-Logic,Re-Logic,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","(1,200,402)","(1,229,007)","(28,605)","142.000,00₫",-50%
F1® 23,"Racing, Sports","VR, Racing, Driving, Automobile Sim, Multiplayer, Sports, Singleplayer, Competitive, Simulation, eSports, Relaxing, Action-Adventure, 3D, Immersive Sim, Cinematic, Arcade, 3D Platformer, First-Person, PvP, PvE",True,False,,"15 Jun, 2023",Codemasters,Electronic Arts,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Dutch, Arabic","(10,554)","(12,197)","(1,643)","1.090.000,00₫",-70%
Stray,"Adventure, Indie","Cats, Adventure, Cyberpunk, Atmospheric, Singleplayer, Cute, Exploration, Robots, Third Person, Beautiful, Puzzle, Horror, Sci-fi, Indie, Dystopian, Open World, Mystery, Colorful, Action, Stealth",True,False,Annapurna Interactive,"19 Jul, 2022",BlueTwelve Studio,Annapurna Interactive,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Dutch, Portuguese - Portugal","(126,821)","(130,362)","(3,541)","319.000,00₫",-34%
Age of Wonders 4,Strategy,"Strategy, 4X, Character Customization, Choices Matter, Strategy RPG, Fantasy, Combat, Moddable, RPG, Lore-Rich, Magic, Turn-Based Strategy, Co-op, Singleplayer, Exploration, Tactical RPG, Multiplayer, Top-Down, Colorful, Hex Grid",True,False,Age of Wonders,"2 May, 2023",Triumph Studios,Paradox Interactive,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese","(9,925)","(12,237)","(2,312)","801.000,00₫",-30%
Marvel’s Spider-Man: Miles Morales,"Action, Adventure","Action, Open World, Superhero, Adventure, Singleplayer, Third Person, Combat, Story Rich, Parkour, Exploration, Stealth, Action-Adventure, Comic Book, Beat 'em up, Multiplayer, Great Soundtrack, Sci-fi, RPG, Beautiful, Mature",False,False,Marvel's Spider-Man,"18 Nov, 2022",Insomniac Games,PlayStation PC LLC,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese","(27,549)","(29,413)","(1,864)","1.159.000,00₫",-40%
Call of Duty®: Black Ops III,"Action, Adventure","Multiplayer, FPS, Zombies, Shooter, Action, First-Person, Singleplayer, Co-op, Futuristic, Illuminati, Hero Shooter, Robots, Sci-fi, Gore, Great Soundtrack, Story Rich, Atmospheric, Parkour, Quick-Time Events, Simulation",True,False,Call of Duty,"5 Nov, 2015",Treyarch,Activision,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Polish, Portuguese - Brazil, Russian","(154,213)","(185,920)","(31,707)","1.363.500,00₫",-67%
Pioneers of Pagonia,"Simulation, Strategy, Early Access","Base Building, City Builder, Colony Sim, Economy, Building, Medieval, Exploration, Sandbox, Strategy, Management, Trading, 3D, Procedural Generation, Early Access, Simulation, Stylized, Fantasy, Singleplayer, Indie, Resource Management",True,False,,"13 Dec, 2023",Envision Entertainment,Envision Entertainment,"English, German, French, Spanish - Spain, Portuguese - Brazil, Polish, Italian, Traditional Chinese, Simplified Chinese, Japanese, Korean, Dutch, Thai, Czech, Turkish, Ukrainian, Slovak","(1,572)","(1,783)",211,"385.000,00₫",-15%
Assassin's Creed Valhalla,"Action, Adventure, RPG","Action, Open World, RPG, Adventure, Sexual Content, Singleplayer, Vikings, Action-Adventure, Third Person, Multiplayer, Nudity, Violent, Action RPG, Stealth, Assassin, Gore, Story Rich, Historical, Female Protagonist, Atmospheric",True,True,Assassin's Creed,"6 Dec, 2022",Ubisoft Montreal,Ubisoft,"English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Russian","(12,199)","(17,509)","(5,310)","990.000,00₫",-75%
Like a Dragon Gaiden: The Man Who Erased His Name,"Action, Adventure","Action, Beat 'em up, Action RPG, Action-Adventure, Violent, Sexual Content, Story Rich, Martial Arts, JRPG, Singleplayer, Gore, Comedy, Open World, Adventure, Hack and Slash, Great Soundtrack, Dog, Emotional",True,True,Like a Dragon,"8 Nov, 2023",Ryu Ga Gotoku Studio,SEGA,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian","(5,940)","(6,101)",161,"780.000,00₫",-25%
Risk of Rain 2,"Action, Indie","Third-Person Shooter, Action Roguelike, Multiplayer, Co-op, Action, Roguelite, Looter Shooter, Roguelike, Loot, Online Co-Op, Shooter, Difficult, Third Person, Indie, Survival, Singleplayer, Great Soundtrack, Soundtrack, Early Access, Bullet Hell",True,False,Risk of Rain,"11 Aug, 2020",Hopoo Games,Gearbox Publishing,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish","(248,368)","(257,956)","(9,588)","220.000,00₫",-50%
Farming Simulator 22,Simulation,"Simulation, Farming Sim, Co-op, Agriculture, Moddable, Multiplayer, Management, Sandbox, 3D, First-Person, Immersive Sim, Economy, Online Co-Op, Open World, Family Friendly, Character Customization, Nature, Third Person, Horses, America",True,False,Farming Simulator,"21 Nov, 2021",Giants Software,Giants Software,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Norwegian, Spanish - Latin America","(55,368)","(60,588)","(5,220)","534.000,00₫",-10%
HITMAN 3,"Action, Adventure","Stealth, Action, Assassin, Singleplayer, Sandbox, VR, Violent, Adventure, Shooter, Third-Person Shooter, Third Person, Realistic, Cinematic, Funny, Puzzle, Gore, Immersive Sim, Open World, Capitalism, Multiplayer",True,True,HITMAN,"20 Jan, 2022",IO Interactive A/S,IO Interactive A/S,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese","(16,579)","(19,293)","(2,714)","820.000,00₫",-60%
Divinity: Original Sin 2 - Definitive Edition,"Adventure, RPG, Strategy","Tactical RPG, RPG, Turn-Based Strategy, Story Rich, Fantasy, Exploration, CRPG, Character Customization, Party-Based RPG, Strategy RPG, PvP, Female Protagonist, Co-op Campaign, Local Co-Op, Choices Matter, Isometric, Romance, Strategy, Moddable, Funny",True,False,,"14 Sep, 2017",Larian Studios,Larian Studios,"English, French, German, Russian, Polish, Spanish - Spain, Simplified Chinese, Traditional Chinese, Italian, Korean, Czech, Portuguese - Brazil, Japanese","(166,039)","(172,973)","(6,934)","350.000,00₫",-70%
NieR:Automata™,"Action, RPG","Great Soundtrack, Story Rich, Female Protagonist, Hack and Slash, Action, RPG, Open World, JRPG, Anime, Post-apocalyptic, Singleplayer, Robots, Atmospheric, Sci-fi, Nudity, Adventure, Bullet Hell, Spectacle fighter, Character Action Game, Violent",True,False,NIER,"17 Mar, 2017",Square Enix,Square Enix,"English, French, Italian, German, Spanish - Spain, Japanese","(105,509)","(122,433)","(16,924)","833.000,00₫",-60%
Risk of Rain Returns,Action,"Online Co-Op, Action Roguelike, Multiplayer, PvE, 2D, Local Co-Op, Looter Shooter, Sci-fi, Action, Controller, Arcade, Space, Roguelike, Class-Based, Loot, Atmospheric, Singleplayer, Co-op, Combat, 4 Player Local",True,False,Risk of Rain,"8 Nov, 2023",Hopoo Games,Gearbox Publishing,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Turkish, Simplified Chinese","(22,111)","(24,433)","(2,322)","205.000,00₫",-15%
Forza Horizon 4,Racing,"Racing, Open World, Driving, Multiplayer, Automobile Sim, Online Co-Op, Realistic, Singleplayer, Controller, Adventure, Arcade, PvP, Simulation, Exploration, Action, Sports, Atmospheric, Great Soundtrack, First-Person, Funny",True,False,Forza,"9 Mar, 2021",Playground Games,Xbox Game Studios,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","(182,216)","(203,755)","(21,539)","480.000,00₫",-67%
Valheim,"Action, Adventure, Indie, RPG, Early Access","Open World Survival Craft, Survival, Online Co-Op, Open World, Multiplayer, Building, Crafting, Exploration, Base Building, Co-op, Sandbox, Adventure, Mythology, RPG, Early Access, Action, PvE, Indie, Singleplayer, Third Person",True,False,Coffee Stain Publishing,"2 Feb, 2021",Iron Gate AB,Coffee Stain Publishing,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Turkish, Dutch, Japanese, Portuguese - Brazil, Polish, Ukrainian","(408,993)","(431,140)","(22,147)","188.000,00₫",-40%
GUILTY GEAR -STRIVE-,Action,"2D Fighter, Fighting, Anime, Great Soundtrack, PvP, 2.5D, Arcade, Lore-Rich, Action, 2D, 3D, Multiplayer, Story Rich, Fantasy, Local Multiplayer, Combat, Cinematic, Drama, Casual, Singleplayer",True,False,Guilty Gear,"11 Jun, 2021",Arc System Works,Arc System Works,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Korean","(40,033)","(43,917)","(3,884)","906.000,00₫",-50%
Europa Universalis IV,"Simulation, Strategy","Grand Strategy, Strategy, Historical, Simulation, 4X, Alternate History, Wargame, Diplomacy, Military, Economy, Replay Value, Sandbox, Real-Time with Pause, Political, Moddable, Nonlinear, Co-op, Management, Singleplayer, Multiplayer",True,False,Europa Universalis,"13 Aug, 2013",Paradox Development Studio,Paradox Interactive,"English, German, French, Spanish - Spain","(106,384)","(122,136)","(15,752)","400.000,00₫",-70%
Grounded,"Action, Adventure","Survival, Multiplayer, Base Building, Open World Survival Craft, Co-op, Crafting, Adventure, Open World, Horror, Online Co-Op, Exploration, Action, Sandbox, First-Person, Singleplayer, RPG, Third Person, Early Access, Cute, Funny",True,False,,"27 Sep, 2022",Obsidian Entertainment,Xbox Game Studios,"English, French, Italian, German, Spanish - Latin America, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Thai, Traditional Chinese, Turkish, Spanish - Spain, Arabic","(59,906)","(67,534)","(7,628)","649.000,00₫",-40%
DREDGE,"Adventure, RPG","Exploration, Fishing, Lovecraftian, Adventure, Mystery, Open World, Inventory Management, RPG, Simulation, Atmospheric, Psychological Horror, Stylized, Horror, Singleplayer, Survival Horror, Psychological, 3D, Story Rich, Sailing, Indie",True,False,Team17 Digital,"30 Mar, 2023",Black Salt Games,Team17,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil","(24,580)","(25,542)",962,"500.000,00₫",-25%
